RUA TELES MENEZES                                                       NORDESTE                                                                SALVADOR                                                                BAHIA                                                                   BA41910420 
TRAVESSA DOIS DE FEVEREIRO                                              NOVA BRASÍLIA DE ITAPUÃ                                                 SALVADOR                                                                BAHIA                                                                   BA41611735 
CONDOMÍNIO LAGOA VERDE                                                  PARALELA                                                                SALVADOR                                                                BAHIA                                                                   BA41730140 
RUA VINTE E UM DE SETEMBRO                                              PARIPE                                                                  SALVADOR                                                                BAHIA                                                                   BA40800430 
TRAVESSA DAS HORTALÍCIAS                                                PAU DA LIMA                                                             SALVADOR                                                                BAHIA                                                                   BA41235770 
RUA ABELARDO ANDRÉA                                                     PAU MIÚDO                                                               SALVADOR                                                                BAHIA                                                                   BA40315513 
TRAVESSA RÉGIS PACHECO                                                  PAU MIÚDO                                                               SALVADOR                                                                BAHIA                                                                   BA40310670 
BECO DO PORVIR                                                          PELOURINHO                                                              SALVADOR                                                                BAHIA                                                                   BA40026340 
1ª TRAVESSA NOVA CONSTITUINTE                                           PERIPERI                                                                SALVADOR                                                                BAHIA                                                                   BA40720042 
RUA DA JUREMA BRANCA                                                    PERIPERI                                                                SALVADOR                                                                BAHIA                                                                   BA40726090 
RUA SÃO DOMINGOS                                                        PERNAMBUÉS                                                              SALVADOR                                                                BAHIA                                                                   BA41110610 
RUA NELSON DE SOUZA SAMPAIO                                             PERNAMBUÉS                                                              SALVADOR                                                                BAHIA                                                                   BA41100011 
TRAVESSA SANTA LUZIA                                                    PERNAMBUÉS                                                              SALVADOR                                                                BAHIA                                                                   BA41100274 
5ª TRAVESSA PADRE ANTÔNIO                                               PERO VAZ                                                                SALVADOR                                                                BAHIA                                                                   BA40335445 
RUA DOUTOR WALTER RODRIGUES DA SILVA                                    PIATÃ                                                                   SALVADOR                                                                BAHIA                                                                   BA41650256 
CAMINHO 2                                                               PIRAJÁ                                                                  SALVADOR                                                                BAHIA                                                                   BA41295645 
RUA TRÊS DE MAIO                                                        PITUAÇU                                                                 SALVADOR                                                                BAHIA                                                                   BA41740509 
RUA TERRITÓRIO DO GUAPORÉ                                               PITUBA                                                                  SALVADOR                                                                BAHIA                                                                   BA41830520 
RUA SERGIPE                                                             PLATAFORMA                                                              SALVADOR                                                                BAHIA                                                                   BA40718600 
RUA F                                                                   PRAIA DO FLAMENGO                                                       SALVADOR                                                                BAHIA                                                                   BA41603070 
3ª TRAVESSA SANTA MARIA                                                 PRAIA GRANDE                                                            SALVADOR                                                                BAHIA                                                                   BA40725046 
RUA VILA UNIÃO                                                          RIBEIRA                                                                 SALVADOR                                                                BAHIA                                                                   BA40421290 
RUA ALMERINDA DUTRA                                                     RIO VERMELHO                                                            SALVADOR                                                                BAHIA                                                                   BA41950090 
2ª TRAVESSA DA PALESTINA                                                ROMA                                                                    SALVADOR                                                                BAHIA                                                                   BA40444060 
TRAVESSA DOZE DE OUTUBRO                                                SANTA CRUZ                                                              SALVADOR                                                                BAHIA                                                                   BA41925070 
RUA MARINO DA HORA                                                      SANTA CRUZ                                                              SALVADOR                                                                BAHIA                                                                   BA41925145 
AVENIDA LINDOLFO                                                        SÃO CAETANO                                                             SALVADOR                                                                BAHIA                                                                   BA40391124 
AVENIDA BANANEIRAS                                                      SÃO CAETANO                                                             SALVADOR                                                                BAHIA                                                                   BA40390700 
RUA ASSIS                                                               SÃO CRISTÓVÃO                                                           SALVADOR                                                                BAHIA                                                                   BA41500709 
TRAVESSA SANTO ANTÔNIO                                                  SÃO CRISTÓVÃO                                                           SALVADOR                                                                BAHIA                                                                   BA41510762 
RUA FERNANDO FERREIRA                                                   SÃO CRISTÓVÃO                                                           SALVADOR                                                                BAHIA                                                                   BA41510257 
TRAVESSA 8 DE DEZEMBRO                                                  SÃO GONÇALO                                                             SALVADOR                                                                BAHIA                                                                   BA41185520 
3ª TRAVESSA ATLÂNTICA                                                   SÃO MARCOS                                                              SALVADOR                                                                BAHIA                                                                   BA41250267 
1ª TRAVESSA SÃO RAFAEL                                                  SÃO MARCOS                                                              SALVADOR                                                                BAHIA                                                                   BA41250031 
RUA BURI                                                                SETE DE ABRIL                                                           SALVADOR                                                                BAHIA                                                                   BA41385060 
1ª TRAVESSA LUÍS CONCEIÇÃO                                              SETE DE ABRIL                                                           SALVADOR                                                                BAHIA                                                                   BA41386020 
TRAVESSA COPENE                                                         STIEP                                                                   SALVADOR                                                                BAHIA                                                                   BA41770720 
RUA TEODORO SAMPAIO                                                     SUSSUARANA                                                              SALVADOR                                                                BAHIA                                                                   BA41213300 
RUA NITERÓI                                                             SUSSUARANA                                                              SALVADOR                                                                BAHIA                                                                   BA41215060 
RUA PIAUÍ                                                               TANCREDO NEVES                                                          SALVADOR                                                                BAHIA                                                                   BA41205190 
1ª TRAVESSA MARIA MADALENA                                              TANCREDO NEVES                                                          SALVADOR                                                                BAHIA                                                                   BA41205810 
AVENIDA LEANDRO                                                         TORORÓ                                                                  SALVADOR                                                                BAHIA                                                                   BA40050125 
RUA DO VIADUTO DOS MOTORISTAS                                           URUGUAI                                                                 SALVADOR                                                                BAHIA                                                                   BA40450485 
CAMINHO 05                                                              VALÉRIA                                                                 SALVADOR                                                                BAHIA                                                                   BA41301055 
4ª TRAVESSA SÃO LÁZARO                                                  VILA CANÁRIA                                                            SALVADOR                                                                BAHIA                                                                   BA41390095 
RUA VINTE E CINCO DE JUNHO                                              VILA RUI BARBOSA                                                        SALVADOR                                                                BAHIA                                                                   BA40430090 
ALAMEDA C-9                                                             ALTO DO CABRITO                                                         SALVADOR                                                                BAHIA                                                                   BA40484345 
3ª TRAVESSA PRINCESA ISABEL                                             NOVO HORIZONTE                                                          SALVADOR                                                                BAHIA                                                                   BA41218130 
RUA METÓDIO COELHO                                                      PARQUE BELA VISTA                                                       SALVADOR                                                                BAHIA                                                                   BA40279120 
1ª TRAVESSA DA MANGUEIRA DE IPITANGA                                    JARDIM DAS MARGARIDAS                                                   SALVADOR                                                                BAHIA                                                                   BA41502495 
TRAVESSA TRÊS DE ABRIL                                                  BOA VISTA DE SÃO CAETANO                                                SALVADOR                                                                BAHIA                                                                   BA40385040 
RUA COSME E DAMIÃO                                                      NOVA BRASÍLIA                                                           SALVADOR                                                                BAHIA                                                                   BA41350270 
RUA NARCISO ALVES DA CUNHA                                              NARANDIBA                                                               SALVADOR                                                                BAHIA                                                                   BA41192070 
RUA REUNIDAS                                                            SÃO JOÃO DO CABRITO                                                     SALVADOR                                                                BAHIA                                                                   BA40490238 
RUA B                                                                   NOVA BRASÍLIA DE VALÉRIA                                                SALVADOR                                                                BAHIA                                                                   BA41307145 
RUA CACHOEIRA                                                           NOVA BRASÍLIA DE VALÉRIA                                                SALVADOR                                                                BAHIA                                                                   BA41307070 
RUA TRINTA E UM DE MARÇO                                                ANDAIA                                                                  SANTO ANTÔNIO DE JESUS                                                  BAHIA                                                                   BA44572520 
RUA JUERANA                                                             SÃO BENEDITO                                                            SANTO ANTÔNIO DE JESUS                                                  BAHIA                                                                   BA44573520 
AVENIDA MARECHAL CASTELO BRANCO, 145                                    CENTRO                                                                  TEIXEIRA DE FREITAS                                                     BAHIA                                                                   BA45995903 
RUA CANTINHO DO CÉU                                                     NOVA AMÉRICA                                                            TEIXEIRA DE FREITAS                                                     BAHIA                                                                   BA45996373 
RUA JOÃO PALMEIRA GUERRA                                                TEIXEIRINHA                                                             TEIXEIRA DE FREITAS                                                     BAHIA                                                                   BA45995430 
TRAVESSA DOS ARTISTAS                                                   BANDEIRA                                                                VITÓRIA DA CONQUISTA                                                    BAHIA                                                                   BA45015320 
RUA DAS PEDRINHAS                                                       CRUZEIRO                                                                VITÓRIA DA CONQUISTA                                                    BAHIA                                                                   BA45040210 
RUA GUATEMALA                                                           JUREMA                                                                  VITÓRIA DA CONQUISTA                                                    BAHIA                                                                   BA45023125 
CONJUNTO URBIS I                                                        URBIS                                                                   VITÓRIA DA CONQUISTA                                                    BAHIA                                                                   BA45050000 
RUA 5                                                                   CAMURUPIM                                                               CAUCAIA                                                                 CEARÁ                                                                   CE61625050 
RUA A                                                                   ICARAÍ                                                                  CAUCAIA                                                                 CEARÁ                                                                   CE61624170 
RUA CANAVIEIRA                                                          MARECHAL RONDON                                                         CAUCAIA                                                                 CEARÁ                                                                   CE61652660 
RUA 335                                                                 NOVA METRÓPOLE                                                          CAUCAIA                                                                 CEARÁ                                                                   CE61658680 
RUA SACY                                                                PARQUE GUADALAJARA                                                      CAUCAIA                                                                 CEARÁ                                                                   CE61650410 
RUA VERONA                                                              SÃO MIGUEL                                                              CAUCAIA                                                                 CEARÁ                                                                   CE61640120 
RUA DOUTOR OTACÍLIO MACEDO                                              NOVO CRATO                                                              CRATO                                                                   CEARÁ                                                                   CE63113200 
LADEIRA PADRE ENRILE                                                    SEMINÁRIO                                                               CRATO                                                                   CEARÁ                                                                   CE63113620 
AVENIDA MURILO BORGES                                                   ALAGADIÇO NOVO                                                          FORTALEZA                                                               CEARÁ                                                                   CE60834080 
TRAVESSA ASSUNÇÃO                                                       ALTO DA BALANÇA                                                         FORTALEZA                                                               CEARÁ                                                                   CE60851330 
VILA NOVA                                                               ÁLVARO WEYNE                                                            FORTALEZA                                                               CEARÁ                                                                   CE60335200 
VILA GLEICE MAGNO                                                       ANTÔNIO BEZERRA                                                         FORTALEZA                                                               CEARÁ                                                                   CE60360780 
RUA JOSÉ DA ILHA                                                        ANTÔNIO DIOGO                                                           FORTALEZA                                                               CEARÁ                                                                   CE60183720 
RUA FREI DAMIÃO                                                         BARRA DO CEARÁ                                                          FORTALEZA                                                               CEARÁ                                                                   CE60333050 
TRAVESSA DO SOSSEGO                                                     BARRA DO CEARÁ                                                          FORTALEZA                                                               CEARÁ                                                                   CE60332071 
VILA NOSSA SENHORA DE LOURDES                                           BELA VISTA                                                              FORTALEZA                                                               CEARÁ                                                                   CE60450100 
VILA VERÇOSA                                                            BOM FUTURO                                                              FORTALEZA                                                               CEARÁ                                                                   CE60410030 
VILA SAPUCAÍ                                                            BOM JARDIM                                                              FORTALEZA                                                               CEARÁ                                                                   CE60731600 
TRAVESSA PRIMEIRO DE MAIO                                               BONSUCESSO                                                              FORTALEZA                                                               CEARÁ                                                                   CE60541370 
AVENIDA DUQUE ENGENHEIRO AGRÔNOMO JOSÉ GUIMARÃES                        CAMBEBA                                                                 FORTALEZA                                                               CEARÁ                                                                   CE60822220 
RUA GENERAL BEZERRIL                                                    CENTRO                                                                  FORTALEZA                                                               CEARÁ                                                                   CE60055100 
TRAVESSA CASTELO BRANCO                                                 CIDADE DOS FUNCIONÁRIOS                                                 FORTALEZA                                                               CEARÁ                                                                   CE60822050 
RUA 333                                                                 CONJUNTO CEARÁ                                                          FORTALEZA                                                               CEARÁ                                                                   CE60530720 
RUA 1139A                                                               CONJUNTO CEARÁ                                                          FORTALEZA                                                               CEARÁ                                                                   CE60533440 
TRAVESSA ZULEICA                                                        CRISTO REDENTOR                                                         FORTALEZA                                                               CEARÁ                                                                   CE60337510 
VILA FÁTIMA                                                             DIAS MACEDO                                                             FORTALEZA                                                               CEARÁ                                                                   CE60860300 
RUA DOUTOR MONTEIRO                                                     EDSON QUEIROZ                                                           FORTALEZA                                                               CEARÁ                                                                   CE60812530 
RUA DOS CAJUEIROS                                                       EDSON QUEIROZ                                                           FORTALEZA                                                               CEARÁ                                                                   CE60812605 
VILA RODRIGUES                                                          FÁTIMA                                                                  FORTALEZA                                                               CEARÁ                                                                   CE60050180 
VILA MARIA QUITÉRIA                                                     GRANJA PORTUGAL                                                         FORTALEZA                                                               CEARÁ                                                                   CE60541300 
RUA PADRE SÁ LEITÃO                                                     HENRIQUE JORGE                                                          FORTALEZA                                                               CEARÁ                                                                   CE60521030 
VILA BENI                                                               JACARECANGA                                                             FORTALEZA                                                               CEARÁ                                                                   CE60311700 
VILA FIGUEIREDO                                                         JACARECANGA                                                             FORTALEZA                                                               CEARÁ                                                                   CE60320720 
RUA ZÉ DO CRATO                                                         JANGURUSSU                                                              FORTALEZA                                                               CEARÁ                                                                   CE60868140 
RUA JULI PRAT                                                           JANGURUSSU                                                              FORTALEZA                                                               CEARÁ                                                                   CE60865012 
VILA FILEMON                                                            JÓQUEI CLUBE                                                            FORTALEZA                                                               CEARÁ                                                                   CE60520311 
RUA DE PEDESTRE I                                                       LAGOA REDONDA                                                           FORTALEZA                                                               CEARÁ                                                                   CE60835510 
RUA MARCOS AURÉLIO                                                      LAGOA REDONDA                                                           FORTALEZA                                                               CEARÁ                                                                   CE60833340 
TRAVESSA MELQUÍADES                                                     MANUEL SÁTIRO                                                           FORTALEZA                                                               CEARÁ                                                                   CE60763840 
RUA FRANCISCO PORFÍRIO DA PONTE                                         MEIRELES                                                                FORTALEZA                                                               CEARÁ                                                                   CE60170050 
RUA CORONEL ANTÔNIO SAMPAIO                                             MESSEJANA                                                               FORTALEZA                                                               CEARÁ                                                                   CE60873550 
RUA JOSÉ GERALDO DE SOUSA                                               MESSEJANA                                                               FORTALEZA                                                               CEARÁ                                                                   CE60840660 
VILA SANTA VITA                                                         MESSEJANA                                                               FORTALEZA                                                               CEARÁ                                                                   CE60875690 
RUA D                                                                   MESSEJANA                                                               FORTALEZA                                                               CEARÁ                                                                   CE60876740 
TRAVESSA MANUEL ALEXANDRE                                               MONDUBIM                                                                FORTALEZA                                                               CEARÁ                                                                   CE60766030 
RUA 15                                                                  MONDUBIM                                                                FORTALEZA                                                               CEARÁ                                                                   CE60752160 
VILA SÃO BENEDITO                                                       MONTE CASTELO                                                           FORTALEZA                                                               CEARÁ                                                                   CE60325300 
RUA ANTÔNIO MACHADO FILHO                                               MONTESE                                                                 FORTALEZA                                                               CEARÁ                                                                   CE60420695 
RUA J                                                                   PAPICU                                                                  FORTALEZA                                                               CEARÁ                                                                   CE60191220 
VILA FERREIRA MAIA                                                      PARANGABA                                                               FORTALEZA                                                               CEARÁ                                                                   CE60720790 
VILA JOAQUIM MANUEL                                                     PARANGABA                                                               FORTALEZA                                                               CEARÁ                                                                   CE60740650 
RUA DOUTOR PEDRO SAMPAIO                                                PASSARÉ                                                                 FORTALEZA                                                               CEARÁ                                                                   CE60861500 
RUA UCRÂNIA                                                             PASSARÉ                                                                 FORTALEZA                                                               CEARÁ                                                                   CE60861420 
RUA M                                                                   PASSARÉ                                                                 FORTALEZA                                                               CEARÁ                                                                   CE60867380 
AVENIDA HISTORIADOR RAIMUNDO GIRÃO                                      PRAIA DE IRACEMA                                                        FORTALEZA                                                               CEARÁ                                                                   CE60060570 
RUA 77                                                                  PREFEITO JOSÉ WALTER                                                    FORTALEZA                                                               CEARÁ                                                                   CE60751020 
RUA 16                                                                  JARDIM DAS OLIVEIRAS                                                    FORTALEZA                                                               CEARÁ                                                                   CE60821360 
TRAVESSA ESTUDANTE JUCA                                                 SERRINHA                                                                FORTALEZA                                                               CEARÁ                                                                   CE60742130 
TRAVESSA LIBERTADORES                                                   TAUAPE                                                                  FORTALEZA                                                               CEARÁ                                                                   CE60130720 
PRAÇA SIMÃO PEDRO                                                       VICENTE PINZON                                                          FORTALEZA                                                               CEARÁ                                                                   CE60184190 
RUA EDGAR PINHO FILHO                                                   VILA UNIÃO                                                              FORTALEZA                                                               CEARÁ                                                                   CE60410730 
RUA RIO JURUÁ                                                           VILA VELHA                                                              FORTALEZA                                                               CEARÁ                                                                   CE60330010 
RUA GENERAL PIRAGIBE                                                    PARQUELÂNDIA                                                            FORTALEZA                                                               CEARÁ                                                                   CE60450250 
RUA PIERRE LUZ                                                          JARDIM GUANABARA                                                        FORTALEZA                                                               CEARÁ                                                                   CE60341830 
RUA DUQUE BACELAR                                                       ENGENHEIRO LUCIANO CAVALCANTE                                           FORTALEZA                                                               CEARÁ                                                                   CE60811210 
VILA NERO                                                               JARDIM IRACEMA                                                          FORTALEZA                                                               CEARÁ                                                                   CE60341530 
RUA MARIA JOSÉ TEIXEIRA                                                 QUINTINO CUNHA                                                          FORTALEZA                                                               CEARÁ                                                                   CE60351230 
CAMINHO DOS ABACATEIROS                                                 CIDADE 2000                                                             FORTALEZA                                                               CEARÁ                                                                   CE60190640 
RUA RODRIGUES TORRES                                                    SIQUEIRA                                                                FORTALEZA                                                               CEARÁ                                                                   CE60732780 
RUA D                                                                   CANINDEZINHO                                                            FORTALEZA                                                               CEARÁ                                                                   CE60734040 
RUA BANVARTH BEZERRA                                                    PADRE ANDRADE                                                           FORTALEZA                                                               CEARÁ                                                                   CE60356400 
RUA 30                                                                  BARROSO                                                                 FORTALEZA                                                               CEARÁ                                                                   CE60863700 
RUA SÃO BENTO                                                           FRANCISCANOS                                                            JUAZEIRO DO NORTE                                                       CEARÁ                                                                   CE63020050 
PRAÇA DA CONCEIÇÃO                                                      PIO XII                                                                 JUAZEIRO DO NORTE                                                       CEARÁ                                                                   CE63020721 
RUA JOAQUIM MANSINHO                                                    SANTA TEREZA                                                            JUAZEIRO DO NORTE                                                       CEARÁ                                                                   CE63050260 
RUA 8                                                                   ACARACUZINHO                                                            MARACANAÚ                                                               CEARÁ                                                                   CE61919060 
RUA OURO PRETO                                                          COQUEIRAL                                                               MARACANAÚ                                                               CEARÁ                                                                   CE61900190 
RUA 13                                                                  JEREISSATI I                                                            MARACANAÚ                                                               CEARÁ                                                                   CE61900260 
RUA LUZANIRA FERMON                                                     PAJUÇARA                                                                MARACANAÚ                                                               CEARÁ                                                                   CE61932720 
RUA 122                                                                 TIMBÓ                                                                   MARACANAÚ                                                               CEARÁ                                                                   CE61936250 
RUA PAULO PEREIRA LIMA                                                  NOVO MARANGUAPE I                                                       MARANGUAPE                                                              CEARÁ                                                                   CE61943110 
RUA FLOR MARAVILHA                                                      LAMEIRÃO                                                                MARANGUAPE                                                              CEARÁ                                                                   CE61946530 
TRAVESSA DO TRIÂNGULO                                                   ALTO DA EXPECTATIVA                                                     SOBRAL                                                                  CEARÁ                                                                   CE62040010 
TRAVESSA CORONEL JOAQUIM LOPES                                          CENTRO                                                                  SOBRAL                                                                  CEARÁ                                                                   CE62010090 
RUA DA PAZ                                                              PEDRINHAS                                                               SOBRAL                                                                  CEARÁ                                                                   CE62041010 
