RUA MANOEL LIBERATO                                                     ANDORINHAS                                                              VITÓRIA                                                                 ESPÍRITO SANTO                                                          ES29045063 
RUA HELIODORO MACHADO                                                   BONFIM                                                                  VITÓRIA                                                                 ESPÍRITO SANTO                                                          ES29047050 
RUA SÃO BENTO                                                           CENTRO                                                                  VITÓRIA                                                                 ESPÍRITO SANTO                                                          ES29016290 
RUA COMANDANTE NELSON CAVALCANTE E SILVA                                ENSEADA DO SUÁ                                                          VITÓRIA                                                                 ESPÍRITO SANTO                                                          ES29050215 
AVENIDA FERNANDO FERRARI, 514                                           GOIABEIRAS                                                              VITÓRIA                                                                 ESPÍRITO SANTO                                                          ES29075910 
AVENIDA ALEXANDRE BUAIZ                                                 ILHA DO PRÍNCIPE                                                        VITÓRIA                                                                 ESPÍRITO SANTO                                                          ES29020300 
RUA ALAMEDA DO SOL                                                      JARDIM CAMBURÍ                                                          VITÓRIA                                                                 ESPÍRITO SANTO                                                          ES29090012 
RUA ÚRSULA BRAVIM GAGNO                                                 JARDIM DA PENHA                                                         VITÓRIA                                                                 ESPÍRITO SANTO                                                          ES29060820 
AVENIDA PROFESSOR FERNANDO DUARTE RABELO                                MARIA ORTIZ                                                             VITÓRIA                                                                 ESPÍRITO SANTO                                                          ES29070440 
RUA LAURINDA DE JESUS                                                   MATA DA PRAIA                                                           VITÓRIA                                                                 ESPÍRITO SANTO                                                          ES29065510 
RUA NESTOR FRIGERI                                                      CONSOLAÇÃO                                                              VITÓRIA                                                                 ESPÍRITO SANTO                                                          ES29045630 
AVENIDA CÉZAR HELAL                                                     PRAIA DE SANTA HELENA                                                   VITÓRIA                                                                 ESPÍRITO SANTO                                                          ES29055065 
ESCADARIA 3 IRMÃS                                                       RESISTÊNCIA                                                             VITÓRIA                                                                 ESPÍRITO SANTO                                                          ES29032561 
RODOVIA SERAFIM DERENZI                                                 SANTA MARTHA                                                            VITÓRIA                                                                 ESPÍRITO SANTO                                                          ES29045045 
PRAÇA JOSÉ CARDOSO FILHO                                                SANTO ANTÔNIO                                                           VITÓRIA                                                                 ESPÍRITO SANTO                                                          ES29026035 
ESCADARIA 15 DE NOVEMBRO                                                SÃO PEDRO                                                               VITÓRIA                                                                 ESPÍRITO SANTO                                                          ES29030075 
ESCADARIA JOSÉ DANIEL                                                   VILA RUBIM                                                              VITÓRIA                                                                 ESPÍRITO SANTO                                                          ES29025012 
RUA SEBASTIÃO XAVIER                                                    CABRAL                                                                  VITÓRIA                                                                 ESPÍRITO SANTO                                                          ES29027275 
RUA DO TAPEREBAZEIRO                                                    CAÇARI                                                                  BOA VISTA                                                               RORAIMA                                                                 RR69307738 
RUA ROMÊNIA                                                             CAUAMÉ                                                                  BOA VISTA                                                               RORAIMA                                                                 RR69311124 
RUA YEYÊ COELHO                                                         JARDIM FLORESTA                                                         BOA VISTA                                                               RORAIMA                                                                 RR69312105 
RUA JOSÉ COELHO                                                         MECEJANA                                                                BOA VISTA                                                               RORAIMA                                                                 RR69304370 
TRAVESSA BAMBUS                                                         PRICUMÃ                                                                 BOA VISTA                                                               RORAIMA                                                                 RR69309383 
RUA GUSTAVO MESQUITA                                                    TREZE DE SETEMBRO                                                       BOA VISTA                                                               RORAIMA                                                                 RR69308170 
RUA NC-C                                                                NOVA CIDADE                                                             BOA VISTA                                                               RORAIMA                                                                 RR69316206 
RUA MARTE                                                               CIDADE SATÉLITE                                                         BOA VISTA                                                               RORAIMA                                                                 RR69317522 
AVENIDA RUI BARAÚNA                                                     JARDIM CARANÃ                                                           BOA VISTA                                                               RORAIMA                                                                 RR69313688 
RUA 01                                                                  JARDIM TROPICAL                                                         BOA VISTA                                                               RORAIMA                                                                 RR69314580 
RUA S-093                                                               ANÁPOLIS CITY                                                           ANÁPOLIS                                                                GOIÁS                                                                   GO75096560 
RUA 24                                                                  BOA VISTA                                                               ANÁPOLIS                                                                GOIÁS                                                                   GO75075520 
RUA 2                                                                   CONJUNTO MIRAGE                                                         ANÁPOLIS                                                                GOIÁS                                                                   GO75063250 
RUA DONA SANDRA                                                         JARDIM ANA PAULA                                                        ANÁPOLIS                                                                GOIÁS                                                                   GO75125200 
RUA GEOVANE SANTOS AZEVEDO                                              JARDIM FLOR DE LIZ                                                      ANÁPOLIS                                                                GOIÁS                                                                   GO75103180 
AVENIDA A                                                               JK PARQUE INDUSTRIAL NOVA CAPITAL                                       ANÁPOLIS                                                                GOIÁS                                                                   GO75114010 
AVENIDA JAMEL CECÍLIO, 155                                              JUNDIAÍ                                                                 ANÁPOLIS                                                                GOIÁS                                                                   GO75110903 
RUA ORIZONA                                                             PARAÍSO                                                                 ANÁPOLIS                                                                GOIÁS                                                                   GO75134220 
RUA NOVA ABADIÂNIA                                                      POLOCENTRO L                                                            ANÁPOLIS                                                                GOIÁS                                                                   GO75130310 
RUA SÍRIA ELIAS                                                         SÃO CARLOS                                                              ANÁPOLIS                                                                GOIÁS                                                                   GO75084430 
RUA ENGENHEIRO PORTELA, 177                                             SETOR CENTRAL                                                           ANÁPOLIS                                                                GOIÁS                                                                   GO75024906 
RUA ERASMO BRAGA                                                        VILA BRASIL                                                             ANÁPOLIS                                                                GOIÁS                                                                   GO75140200 
RUA 8                                                                   VILA GÓIS                                                               ANÁPOLIS                                                                GOIÁS                                                                   GO75120280 
RUA 11                                                                  VILA MIGUEL JORGE                                                       ANÁPOLIS                                                                GOIÁS                                                                   GO75123660 
RUA 6                                                                   VILA SÃO JOAQUIM                                                        ANÁPOLIS                                                                GOIÁS                                                                   GO75145310 
RUA DOS JAPONEZES                                                       JARDIM DAS AMÉRICAS 3ª ETAPA                                            ANÁPOLIS                                                                GOIÁS                                                                   GO75071230 
RUA 23                                                                  RESIDENCIAL MORUMBI                                                     ANÁPOLIS                                                                GOIÁS                                                                   GO75131769 
RUA VINÍCIOS DE MORAIS                                                  RESIDENCIAL ALPHAVILLE                                                  ANÁPOLIS                                                                GOIÁS                                                                   GO75106880 
RUA PM 1                                                                VILA JOÃO XXLLL                                                         ANÁPOLIS                                                                GOIÁS                                                                   GO75095860 
RUA PEDRINÓPOLIS                                                        CARDOSO                                                                 APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74933160 
RUA H-025                                                               CIDADE VERA CRUZ                                                        APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74935280 
RODOVIA BR-153                                                          CONJUNTO ANA ROSA                                                       APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74987797 
RUA DAS MARGARIDAS                                                      EXPANSUR                                                                APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74986500 
RUA 70C                                                                 INDEPENDÊNCIA                                                           APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74966360 
PRAÇA REI CRISTO                                                        JARDIM ALTO PARAÍSO                                                     APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74948090 
RUA ACRE                                                                JARDIM BURITI SERENO                                                    APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74944010 
AVENIDA DELFIM MOREIRA                                                  JARDIM BURITI SERENO                                                    APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74944470 
AVENIDA PADRE JOSÉ DALLAMUTA                                            JARDIM DOM BOSCO                                                        APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74963540 
AVENIDA JI-064                                                          JARDIM IPÊ                                                              APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74964505 
RUA 13                                                                  JARDIM MONTE CRISTO                                                     APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74968310 
AVENIDA MARANHÃO                                                        JARDIM RIO GRANDE                                                       APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74982510 
RUA 105-A                                                               JARDIM TROPICAL                                                         APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74946080 
AVENIDA RIO VERDE, S/N                                                  JARDINS VIENA                                                           APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74935901 
RUA GUARANI                                                             PARQUE ATALAIA                                                          APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74968380 
AVENIDA SEBASTIÃO ROCHA LIMA                                            PARQUE KARAJÁ                                                           APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74983610 
ALAMEDA DONA ROSALINDA MELLO VEIGA                                      PARQUE VEIGA JARDIM                                                     APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74954200 
RUA CÓRSEGA                                                             RESIDENCIAL VILLAGE GARAVELO                                            APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74968485 
AVENIDA TERCEIRA AVENIDA                                                SETOR AEROPORTO SUL                                                     APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74947640 
RUA SACRAMENTO, S/N QUADRA 141-A                                        SETOR DOS AFONSOS                                                       APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74915905 
RUA 39E                                                                 SETOR GARAVELO                                                          APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74932600 
RUA NANCY                                                               SETOR RESIDENCIAL CAMPOS ELÍSEOS                                        APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74959022 
RUA X-100                                                               SÍTIOS SANTA LUZIA                                                      APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74922780 
RUA CACAU                                                               VERDE VALE                                                              APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74926400 
AVENIDA SÃO PAULO, S/N                                                  VILA BRASÍLIA                                                           APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74905900 
AVENIDA SÃO PAULO                                                       VILA SÃO JOAQUIM                                                        APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74910515 
RUA LONDRES                                                             RESIDENCIAL SOLAR CENTRAL PARK                                          APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74968561 
RUA CAJUAÇU                                                             PARQUE AMAZÔNIA                                                         APARECIDA DE GOIÂNIA                                                    GOIÁS                                                                   GO74915535 
RUA CIRILO E. DA SILVA                                                  LOTEAMENTO LEÃO                                                         CATALÃO                                                                 GOIÁS                                                                   GO75707170 
RUA VASCO DA GAMA                                                       LOTEAMENTO VALE DO SOL                                                  CATALÃO                                                                 GOIÁS                                                                   GO75712570 
TRAVESSA AMAZONAS                                                       SÃO JOSÉ                                                                CATALÃO                                                                 GOIÁS                                                                   GO75702490 
AVENIDA MARGON                                                          VILA MARGON                                                             CATALÃO                                                                 GOIÁS                                                                   GO75711020 
VIA 20                                                                  SETOR SUL                                                               FORMOSA                                                                 GOIÁS                                                                   GO73802430 
TRAVESSA C                                                              PARQUE DAS LARANJEIRAS                                                  FORMOSA                                                                 GOIÁS                                                                   GO73805635 
RUA 10                                                                  PARQUE DA COLINA I                                                      FORMOSA                                                                 GOIÁS                                                                   GO73808036 
RUA 7                                                                   SÃO BENEDITO                                                            FORMOSA                                                                 GOIÁS                                                                   GO73813630 
RUA AMÉLIA FREITAS                                                      ARAGUAIA PARK                                                           GOIÂNIA                                                                 GOIÁS                                                                   GO74484020 
RUA DF 3                                                                CHÁCARA DO GOVERNADOR                                                   GOIÂNIA                                                                 GOIÁS                                                                   GO74870150 
RUA DOUTOR SOLON DE ALMEIDA                                             CIDADE JARDIM                                                           GOIÂNIA                                                                 GOIÁS                                                                   GO74413100 
RUA UBERABA                                                             SETOR CRISTINA                                                          GOIÂNIA                                                                 GOIÁS                                                                   GO74354340 
RUA SR 51                                                               SETOR RECANTO DAS MINAS GERAIS                                          GOIÂNIA                                                                 GOIÁS                                                                   GO74785220 
RUA HERMÍNIO ALVES DE AMORIM                                            SETOR CASTELO BRANCO                                                    GOIÂNIA                                                                 GOIÁS                                                                   GO74413280 
RUA I                                                                   CONJUNTO RESIDENCIAL PADRE PELÁGIO                                      GOIÂNIA                                                                 GOIÁS                                                                   GO74440150 
RUA 19                                                                  CONJUNTO RIVIERA                                                        GOIÂNIA                                                                 GOIÁS                                                                   GO74730310 
AVENIDA VINÍCIUS DE MORAIS                                              CONJUNTO VERA CRUZ                                                      GOIÂNIA                                                                 GOIÁS                                                                   GO74495690 
RUA BF 21                                                               FLORESTA                                                                GOIÂNIA                                                                 GOIÁS                                                                   GO74477138 
RUA CRISTAL                                                             SETOR GOIÂNIA 2                                                         GOIÂNIA                                                                 GOIÁS                                                                   GO74663240 
RUA CREMONA                                                             JARDIM ABAPORU                                                          GOIÂNIA                                                                 GOIÁS                                                                   GO74786008 
AVENIDA DAS BANDEIRAS                                                   JARDIM ANA LÚCIA                                                        GOIÂNIA                                                                 GOIÁS                                                                   GO74315030 
PRAÇA PRINCESA MARGARETH                                                JARDIM BALNEÁRIO MEIA PONTE                                             GOIÂNIA                                                                 GOIÁS                                                                   GO74590640 
RUA SC 4                                                                JARDIM COLORADO                                                         GOIÂNIA                                                                 GOIÁS                                                                   GO74474004 
RUA JDA 16                                                              JARDIM DAS AROEIRAS                                                     GOIÂNIA                                                                 GOIÁS                                                                   GO74770610 
AVENIDA MUNICH                                                          JARDIM EUROPA                                                           GOIÂNIA                                                                 GOIÁS                                                                   GO74330700 
RUA 39                                                                  JARDIM GOIÁS                                                            GOIÂNIA                                                                 GOIÁS                                                                   GO74805410 
RUA 3                                                                   JARDIM GUANABARA IV                                                     GOIÂNIA                                                                 GOIÁS                                                                   GO74683710 
RUA DAS MÃES                                                            JARDIM NOVA ESPERANÇA                                                   GOIÂNIA                                                                 GOIÁS                                                                   GO74465270 
RUA QUEBEC                                                              JARDIM NOVO MUNDO                                                       GOIÂNIA                                                                 GOIÁS                                                                   GO74710130 
RUA PRESIDENTE LINCOLN                                                  JARDIM PRESIDENTE                                                       GOIÂNIA                                                                 GOIÁS                                                                   GO74353280 
RUA AFONSO CASCÃO                                                       LORENA PARQUE                                                           GOIÂNIA                                                                 GOIÁS                                                                   GO74483770 
RUA FORMOSA                                                             NOSSA SENHORA DE FÁTIMA                                                 GOIÂNIA                                                                 GOIÁS                                                                   GO74420270 
RUA PURÚS                                                               PARQUE AMAZÔNIA                                                         GOIÂNIA                                                                 GOIÁS                                                                   GO74840020 
RUA 19 UNIDADE 207                                                      PARQUE ATHENEU                                                          GOIÂNIA                                                                 GOIÁS                                                                   GO74893490 
RUA ANDORINHAS                                                          PARQUE DAS LARANJEIRAS                                                  GOIÂNIA                                                                 GOIÁS                                                                   GO74855020 
AVENIDA DA INDEPENDÊNCIA                                                PARQUE INDUSTRIAL JOÃO BRAZ                                             GOIÂNIA                                                                 GOIÁS                                                                   GO74483310 
AVENIDA VISTA BELA                                                      PARQUE SANTA CRUZ                                                       GOIÂNIA                                                                 GOIÁS                                                                   GO74860235 
RUA HAWAI                                                               CONDOMÍNIO DOS DOURADOS                                                 GOIÂNIA                                                                 GOIÁS                                                                   GO74377355 
RUA CV 21                                                               RESIDENCIAL CENTER VILLE                                                GOIÂNIA                                                                 GOIÁS                                                                   GO74369005 
RUA RI 1                                                                RESIDENCIAL ITAIPU                                                      GOIÂNIA                                                                 GOIÁS                                                                   GO74356080 
RUA SB 6                                                                RESIDENCIAL SOLAR BOUGAINVILLE                                          GOIÂNIA                                                                 GOIÁS                                                                   GO74393366 
RUA 6                                                                   RODOVIÁRIO                                                              GOIÂNIA                                                                 GOIÁS                                                                   GO74430100 
RUA DOM JOAQUIM SILVÉRIO SOUZA                                          SANTO HILÁRIO                                                           GOIÂNIA                                                                 GOIÁS                                                                   GO74780160 
RUA 33 A                                                                SETOR AEROPORTO                                                         GOIÂNIA                                                                 GOIÁS                                                                   GO74070180 
RUA BENJAMIN GOMES                                                      SETOR CAMPINAS                                                          GOIÂNIA                                                                 GOIÁS                                                                   GO74523570 
RUA 29                                                                  SETOR CENTRAL                                                           GOIÂNIA                                                                 GOIÁS                                                                   GO74015050 
RUA 223                                                                 SETOR COIMBRA                                                           GOIÂNIA                                                                 GOIÁS                                                                   GO74535020 
RUA P 32                                                                SETOR DOS FUNCIONÁRIOS                                                  GOIÂNIA                                                                 GOIÁS                                                                   GO74543460 
RUA J 36                                                                SETOR JAÓ                                                               GOIÂNIA                                                                 GOIÁS                                                                   GO74673540 
RUA CLÓVIS NASCIMENTO                                                   SETOR LESTE VILA NOVA                                                   GOIÂNIA                                                                 GOIÁS                                                                   GO74640020 
ALAMEDA DOM EMANOEL GOMES                                               SETOR MARISTA                                                           GOIÂNIA                                                                 GOIÁS                                                                   GO74175040 
RUA 19                                                                  SETOR OESTE                                                             GOIÂNIA                                                                 GOIÁS                                                                   GO74120100 
AVENIDA AREIÃO                                                          SETOR PEDRO LUDOVICO                                                    GOIÂNIA                                                                 GOIÁS                                                                   GO74820370 
RUA C 71                                                                SETOR SUDOESTE                                                          GOIÂNIA                                                                 GOIÁS                                                                   GO74305500 
RUA 132                                                                 SETOR SUL                                                               GOIÂNIA                                                                 GOIÁS                                                                   GO74093210 
RUA FERNANDES                                                           SETOR ESTRELA DALVA                                                     GOIÂNIA                                                                 GOIÁS                                                                   GO74475259 
RUA MACARENA                                                            SETOR MORADA DO SOL                                                     GOIÂNIA                                                                 GOIÁS                                                                   GO74473798 
RUA OLINDA                                                              ÁGUA BRANCA                                                             GOIÂNIA                                                                 GOIÁS                                                                   GO74723140 
RUA C 5                                                                 VILA NOVA CANAÃ                                                         GOIÂNIA                                                                 GOIÁS                                                                   GO74415012 
RUA 9                                                                   VILA FRÓES                                                              GOIÂNIA                                                                 GOIÁS                                                                   GO74655290 
RUA DOUTOR LAUREANO                                                     VILA MAUÁ                                                               GOIÂNIA                                                                 GOIÁS                                                                   GO74323190 
RUA D 27                                                                VILA NOVO HORIZONTE                                                     GOIÂNIA                                                                 GOIÁS                                                                   GO74363680 
RUA 1086                                                                VILA REDENÇÃO                                                           GOIÂNIA                                                                 GOIÁS                                                                   GO74850125 
RUA GOIÁS                                                               VILA SANTA RITA                                                         GOIÂNIA                                                                 GOIÁS                                                                   GO74420045 
RUA U 73 A                                                              VILA UNIÃO                                                              GOIÂNIA                                                                 GOIÁS                                                                   GO74313620 
RUA JOAQUIM NICOLAU                                                     RESIDENCIAL ARUANÃ                                                      GOIÂNIA                                                                 GOIÁS                                                                   GO74740514 
RUA MADRI 16                                                            JARDINS MADRI                                                           GOIÂNIA                                                                 GOIÁS                                                                   GO74369114 
RUA GUARAPARI                                                           RESIDENCIAL JARDIM LEBLON                                               GOIÂNIA                                                                 GOIÁS                                                                   GO74455372 
RUA DO OUTONO                                                           RESIDENCIAL PARQUE OESTE                                                GOIÂNIA                                                                 GOIÁS                                                                   GO74375626 
RUA VV 12                                                               VILLAGE VENEZA                                                          GOIÂNIA                                                                 GOIÁS                                                                   GO74366090 
RUA VSJE 7                                                              VILA SÃO JOSÉ EXTENSÃO                                                  GOIÂNIA                                                                 GOIÁS                                                                   GO74440840 
RUA SM 35                                                               RESIDENCIAL SÃO MARCOS                                                  GOIÂNIA                                                                 GOIÁS                                                                   GO74487195 
RUA JOSÉ FLÁVIO SOARES                                                  JARDIM LIBERDADE                                                        ITUMBIARA                                                               GOIÁS                                                                   GO75513180 
RUA PARANAÍBA, 545                                                      SETOR CENTRAL                                                           ITUMBIARA                                                               GOIÁS                                                                   GO75503903 
